epoch,train_loss,train_acc,val_loss,val_acc
1,0.0007079975912347436,0.8257769510966442,0.0012272084131836891,0.9013035381750466
2,0.000187812969670631,0.9228086491513602,8.334331505466253e-05,0.9385474860335196
3,7.195216767286183e-06,0.9460590560334806,0.00024383132404182106,0.9130974549968963
4,8.474261267110705e-05,0.9504766333410835,0.003914677072316408,0.9714463066418374
5,1.0532839041843545e-05,0.9593117879562892,2.122857267750078e-06,0.9757914338919925
6,0.00017502167611382902,0.96202433542587,0.00010137132630916312,0.9819987585350713
7,5.21399597346317e-05,0.9649693869642719,1.1658797120617237e-05,0.9708255741775295
8,0.0007495900499634445,0.9680694412152213,2.6704105039243586e-05,0.9584109248913718
9,5.947496902081184e-06,0.9683794466403162,0.002005035988986492,0.9795158286778398
10,4.424284634296782e-05,0.9708594900410757,0.00024033711815718561,0.9702048417132216
