epoch,train_loss,train_acc,val_loss,val_acc
0,0.008935082703828812,0.3984055600981194,0.041806645691394806,0.37153772683858644
1,0.007892888970673084,0.4350640501499046,0.046633243560791016,0.41165234001910217
2,0.008457520045340061,0.4665440174434451,0.035938698798418045,0.45224450811843364
3,0.00827309675514698,0.49890978468247477,0.025018075481057167,0.49570200573065903
4,0.0072729336097836494,0.5149904606159716,0.027565397322177887,0.504297994269341
5,0.008618193678557873,0.5536931043881167,0.026826409623026848,0.5362941738299905
6,0.006922849919646978,0.5669801035704551,0.032837461680173874,0.5510983763132761
7,0.006701112259179354,0.5748841646225129,0.02764308825135231,0.5463228271251194
8,0.005992592312395573,0.592259471245571,0.026405204087495804,0.5573065902578797
9,0.00639150058850646,0.6075224856909239,0.02762717753648758,0.6002865329512894
10,0.007694694213569164,0.6181520850367948,0.028319304808974266,0.5988538681948424
11,0.0071176630444824696,0.6341646225129463,0.02453869767487049,0.6098376313276027
12,0.005236427765339613,0.6417279912782775,0.02369791269302368,0.6127029608404967
13,0.004977860022336245,0.6552194058326519,0.022127438336610794,0.6642788920725884
14,0.004951722454279661,0.6635322976287816,0.01734241098165512,0.6590257879656161
15,0.004405094776302576,0.6734805124011992,0.027501262724399567,0.6088825214899714
16,0.004579613450914621,0.6766830198964295,0.01974577084183693,0.6561604584527221
17,0.005437056068331003,0.6906514036522213,0.016384515911340714,0.6881566380133716
18,0.005715813487768173,0.6987598800763151,0.018641676753759384,0.6709646609360076
19,0.005485344212502241,0.6981466339602072,0.022801266983151436,0.667621776504298

